location_id,location_name,latitude,longitude,date,no2_valid_pixels,no2_mean,no2_std,no2_min,no2_max,no2_median,co_valid_pixels,co_mean,co_std,co_min,co_max,co_median,so2_valid_pixels,so2_mean,so2_std,so2_min,so2_max,so2_median,aer_ai_340_380_valid_pixels,aer_ai_340_380_mean,aer_ai_340_380_std,aer_ai_340_380_min,aer_ai_340_380_max,aer_ai_340_380_median,s2_valid_pixels,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,ndbi_mean,ndbi_std,ndbi_min,ndbi_max,ndbi_median,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_median,day_of_week,month,day_of_year
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-13,82,6.072866017348133e-05,1.8887287296820432e-05,3.731247124960646e-05,0.00014744589861948043,5.55602164240554e-05,103.0,0.03589528426527977,0.011235606856644154,0.01579565368592739,0.09027218073606491,0.035829681903123856,112.0,2.2880029064253904e-05,8.703249477548525e-05,-0.0001703956222627312,0.00031973770819604397,1.2487569620134309e-05,156,-0.6343880891799927,1.0378079414367676,-2.083548069000244,2.746638059616089,-0.9081338047981262,0,,,,,,,,,,,,,,,,2,8,225
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-14,0,,,,,,0.0,,,,,,5.0,1.1514181323946104e-06,6.825228047091514e-05,-6.235484761418775e-05,0.00012657702609430999,-3.8850008422741666e-05,156,-1.6052494049072266,0.49453940987586975,-2.5211267471313477,-0.5680809617042542,-1.593514084815979,0,,,,,,,,,,,,,,,,3,8,226
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-15,0,,,,,,0.0,,,,,,0.0,,,,,,155,-1.4464006423950195,0.29181036353111267,-1.9297603368759155,0.037815190851688385,-1.4743460416793823,45954,-0.011101136915385723,0.005957081448286772,-0.027777766808867455,0.008583671413362026,-0.01155324000865221,-0.39250093698501587,0.026012059301137924,-0.4640779197216034,-0.3396381437778473,-0.39026010036468506,0.013461592607200146,0.005090443417429924,-0.0024937756825238466,0.027482258155941963,0.013449017889797688,4,8,227
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-16,0,,,,,,21.0,0.02787969447672367,0.0014472699258476496,0.025318726897239685,0.02948637865483761,0.028077470138669014,6.0,-2.7927691917284392e-05,8.91802555997856e-05,-0.0001154995770775713,0.00014078374078962952,-4.8212579713435844e-05,156,-0.04302702844142914,0.3271177411079407,-1.099656105041504,0.8030926585197449,-0.009149490855634212,0,,,,,,,,,,,,,,,,5,8,228
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-17,0,,,,,,0.0,,,,,,7.0,9.598282485967502e-05,0.00017010202282108366,-0.00010237696551484987,0.00036349898437038064,3.898641443811357e-05,156,-0.6389184594154358,0.08776487410068512,-0.8238690495491028,-0.1663661152124405,-0.6593644022941589,0,,,,,,,,,,,,,,,,6,8,229
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-18,0,,,,,,0.0,,,,,,0.0,,,,,,156,-1.1814074516296387,0.4296055734157562,-1.7297524213790894,0.22270919382572174,-1.2657058238983154,0,,,,,,,,,,,,,,,,0,8,230
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-19,0,,,,,,0.0,,,,,,0.0,,,,,,156,-1.6940577030181885,0.29313236474990845,-2.3405003547668457,-1.203642725944519,-1.665221929550171,0,,,,,,,,,,,,,,,,1,8,231
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-20,83,6.0609156207647175e-05,2.702181154745631e-05,2.004580346692819e-05,0.00010907512478297576,6.0523154388647527e-05,24.0,0.03071587346494198,0.0008697664015926421,0.029312614351511,0.031696971505880356,0.03089568391442299,136.0,-7.098469723132439e-06,0.0001313204993493855,-0.0002847274881787598,0.0003743979032151401,-7.296904186659958e-06,156,-1.7930094003677368,0.26263684034347534,-2.5063624382019043,-1.3635531663894653,-1.725242257118225,45954,0.09020939469337463,0.15322408080101013,-0.283219575881958,0.7011813521385193,0.044398725032806396,0.1120142713189125,0.12513504922389984,-0.3522048592567444,0.508847713470459,0.1155758947134018,-0.1160411611199379,0.13448989391326904,-0.6112563014030457,0.2960582375526428,-0.09467355906963348,2,8,232
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-21,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.4806259274482727,0.06399878859519958,0.328589528799057,0.6105669140815735,0.4886792004108429,0,,,,,,,,,,,,,,,,3,8,233
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-22,77,4.576649735099636e-05,2.3134301954996772e-05,1.3979582035972271e-05,0.00010186906001763418,3.8044981920393184e-05,63.0,0.029449891299009323,0.0015413599321618676,0.02546108141541481,0.03235037624835968,0.029376482591032982,111.0,4.34608846262563e-05,0.00014528438623528928,-0.000334457989083603,0.0004893880104646087,4.64753175037913e-05,156,-0.42444875836372375,0.3336859941482544,-1.2155014276504517,0.59701007604599,-0.361661434173584,0,,,,,,,,,,,,,,,,4,8,234
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-23,64,4.583639747579582e-05,1.8709137293626554e-05,1.7793583538150415e-05,0.00011623015598161146,4.2411324102431536e-05,85.0,0.027995293959975243,0.002947651781141758,0.02360220067203045,0.035923875868320465,0.028064796701073647,76.0,1.472901931265369e-05,0.00011546121095307171,-0.00030300061916932464,0.00027500942815095186,1.8923028619610704e-05,156,-0.8147611618041992,0.3997572660446167,-1.6034075021743774,0.6292814016342163,-0.8754277229309082,0,,,,,,,,,,,,,,,,5,8,235
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-24,6,1.7268897863687016e-05,4.724517111753812e-06,1.1532163625815883e-05,2.343919186387211e-05,1.7425338228349574e-05,31.0,0.02891940250992775,0.003070055041462183,0.02401844784617424,0.03753431513905525,0.027887076139450073,18.0,-3.9578459109179676e-05,0.00011537642421899363,-0.0002879772800952196,0.0001248647749889642,-1.0018355169449933e-05,156,-1.3497098684310913,0.9636531472206116,-3.7964766025543213,-0.26266247034072876,-0.9683423042297363,0,,,,,,,,,,,,,,,,6,8,236
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-25,0,,,,,,0.0,,,,,,0.0,,,,,,156,-1.1859160661697388,0.17243561148643494,-1.633666753768921,-0.9533704519271851,-1.1279563903808594,45954,0.025965798646211624,0.0030157649889588356,0.014697873033583164,0.04067612811923027,0.02586204744875431,-0.5333513021469116,0.009027182124555111,-0.5650563836097717,-0.5114915370941162,-0.5322219133377075,-0.03094848431646824,0.0024593467824161053,-0.04100942611694336,-0.021092504262924194,-0.03097112663090229,0,8,237
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-26,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.17753669619560242,0.0947120413184166,-0.09871284663677216,0.370859295129776,0.1732977330684662,0,,,,,,,,,,,,,,,,1,8,238
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-27,0,,,,,,0.0,,,,,,1.0,2.102568578266073e-05,0.0,2.102568578266073e-05,2.102568578266073e-05,2.102568578266073e-05,156,-0.14278721809387207,0.19814880192279816,-0.7746990919113159,0.37849247455596924,-0.12008385360240936,0,,,,,,,,,,,,,,,,2,8,239
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-28,81,5.616500129690394e-05,1.4004554941493552e-05,2.9298696972546168e-05,8.728263492230326e-05,5.329152918420732e-05,101.0,0.031128114089369774,0.0027267010882496834,0.024694418534636497,0.03760169446468353,0.03145759180188179,96.0,-4.906456069875276e-06,8.373515447601676e-05,-0.00020921904069837183,0.000192930456250906,-1.711594632070046e-05,156,-0.8633454442024231,0.4973347783088684,-1.8941153287887573,0.42878279089927673,-0.8384485244750977,0,,,,,,,,,,,,,,,,3,8,240
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-29,3,3.917286448995583e-05,2.5231468043784844e-06,3.561355697456747e-05,4.117139906156808e-05,4.073363379575312e-05,72.0,0.029524721205234528,0.004827301017940044,0.020767804235219955,0.043093856424093246,0.03025495447218418,21.0,-1.3329738976608496e-05,0.00010002324415836483,-0.0002500003611203283,0.0001369739620713517,-2.6693254767451435e-05,156,-1.4511759281158447,0.8989011645317078,-3.0603487491607666,0.5320698618888855,-1.5755208730697632,0,,,,,,,,,,,,,,,,4,8,241
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-30,0,,,,,,59.0,0.02315080538392067,0.0015961180906742811,0.01995566301047802,0.026700982823967934,0.022948915138840675,6.0,8.51292279548943e-05,7.285825267899781e-05,-2.0628218408091925e-05,0.00018083631584886461,0.00011800427455455065,156,-1.8515191078186035,0.653862714767456,-3.815998077392578,-0.029112745076417923,-1.9057798385620117,45954,0.0765230804681778,0.04228783771395683,-0.12868192791938782,0.4168410003185272,0.06959303468465805,-0.01598392426967621,0.04144853353500366,-0.2564147114753723,0.23948241770267487,-0.019231928512454033,-0.06921371072530746,0.03131432086229324,-0.3657810389995575,0.02535414882004261,-0.06371656805276871,5,8,242
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-08-31,5,4.00745338993147e-05,3.979716439062031e-06,3.577093957574107e-05,4.759338480653241e-05,3.885240221279673e-05,24.0,0.02286376990377903,0.0012099137529730797,0.02170599438250065,0.024983501061797142,0.022095751017332077,37.0,5.823165338370018e-06,0.000198462133994326,-0.0004189728351775557,0.00038139388198032975,-4.194057055428857e-06,139,-1.3799717426300049,0.6552965044975281,-2.887399673461914,0.7633616924285889,-1.4433164596557617,0,,,,,,,,,,,,,,,,6,8,243
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-01,0,,,,,,20.0,0.027600372210144997,0.0015226379036903381,0.024820899590849876,0.029152527451515198,0.02785203605890274,13.0,-3.8195525121409446e-05,0.00018462295702192932,-0.00022054018336348236,0.00021582754561677575,-2.7269685233477503e-05,156,0.08724352717399597,0.7040411233901978,-1.7508043050765991,1.7512465715408325,0.09548062086105347,45954,0.03778678551316261,0.002977355383336544,0.02654862403869629,0.0504201240837574,0.03777946159243584,-0.44019338488578796,0.009669975377619267,-0.46707040071487427,-0.4151541292667389,-0.4406963884830475,-0.01751791313290596,0.0027982951141893864,-0.031121106818318367,-0.00619834428653121,-0.0174937155097723,0,9,244
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-02,42,3.5898134228773415e-05,1.103871181840077e-05,1.2419139238772914e-05,6.712610775139183e-05,3.6808014556299895e-05,101.0,0.030992234125733376,0.002218155423179269,0.025329705327749252,0.035431209951639175,0.03130989894270897,60.0,-6.368811227730475e-06,0.00010878567263716832,-0.00031836103880777955,0.00026171476929448545,9.877956472337246e-06,156,-0.7307772636413574,0.7624467611312866,-2.2088515758514404,1.569406270980835,-0.8588943481445312,0,,,,,,,,,,,,,,,,1,9,245
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-03,130,6.546977238031104e-05,4.297254417906515e-05,1.4158298654365353e-05,0.0002064394357148558,4.959957004757598e-05,153.0,0.030432891100645065,0.004076269455254078,0.017970934510231018,0.040459342300891876,0.029919208958745003,154.0,2.6626497856341302e-05,0.00010734100942499936,-0.00023992765636648983,0.00031926698284223676,2.6985850126948208e-05,156,-1.1508195400238037,0.24655400216579437,-1.8711878061294556,-0.023927094414830208,-1.1844513416290283,0,,,,,,,,,,,,,,,,2,9,246
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-04,140,6.0173191741341725e-05,3.389787889318541e-05,-4.357766556495335e-07,0.00017391133587807417,4.933591844746843e-05,143.0,0.02861890010535717,0.0029125851579010487,0.022901205345988274,0.03577645123004913,0.02840055152773857,156.0,2.264669274154585e-05,0.00011379831266822293,-0.0004115720512345433,0.00028733303770422935,2.1906071197008714e-05,156,-1.3307596445083618,0.20528776943683624,-1.7912006378173828,-0.5141426920890808,-1.3455041646957397,45954,0.13584885001182556,0.19806529581546783,-0.5594040751457214,0.8718393445014954,0.07574284076690674,0.07111591845750809,0.15515927970409393,-0.525120735168457,0.7892881035804749,0.045394156128168106,-0.1385672390460968,0.18729478120803833,-0.7498952150344849,0.6034150719642639,-0.09905748814344406,3,9,247
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-05,153,6.415106327040121e-05,3.649897553259507e-05,2.1515250409720466e-05,0.0001920629438245669,5.2086568757658824e-05,143.0,0.032563548535108566,0.001988891512155533,0.028214816004037857,0.037997763603925705,0.03219647705554962,156.0,-6.644195309490897e-07,0.00011526073649292812,-0.000260849337792024,0.00023362906358670443,1.392927288179635e-06,156,-1.0122591257095337,0.21085526049137115,-1.9352418184280396,-0.5066829323768616,-0.9995554089546204,0,,,,,,,,,,,,,,,,4,9,248
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-06,117,5.351160143618472e-05,1.4323598406917881e-05,3.0021630664123222e-05,9.471493103774264e-05,5.217701254878193e-05,150.0,0.03197060152888298,0.0018901650328189135,0.029774276539683342,0.037675537168979645,0.03159184008836746,149.0,2.5803401513257995e-05,0.00011109403567388654,-0.00019950645219068974,0.000326743524055928,6.739603577443631e-06,156,0.08775775879621506,0.46618884801864624,-0.5882472395896912,1.7774680852890015,-0.009590626694262028,0,,,,,,,,,,,,,,,,5,9,249
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-07,144,4.8467762098880485e-05,1.750588671711739e-05,2.5517430913168937e-05,0.00012916649575345218,4.442281351657584e-05,156.0,0.03358812630176544,0.0026540658436715603,0.02627401053905487,0.04010134935379028,0.03324846178293228,151.0,3.4847817005356774e-05,0.00013823964400216937,-0.0003153184661641717,0.0003490192466415465,2.120119461324066e-05,156,-0.8046594858169556,0.3132333755493164,-1.286674976348877,0.5781592726707458,-0.8496131896972656,0,,,,,,,,,,,,,,,,6,9,250
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-08,116,3.556916271918453e-05,1.1232080396439414e-05,1.5864772649365477e-05,8.950524352258071e-05,3.4138778573833406e-05,135.0,0.03703596442937851,0.0028030036482959986,0.030822331085801125,0.04510758817195892,0.037054985761642456,126.0,1.9609564333222806e-05,0.0001042205622070469,-0.0002768581034615636,0.00036904343869537115,5.548144144995604e-06,156,-1.235520362854004,0.3369638919830322,-1.9438838958740234,-0.15707527101039886,-1.2481341361999512,0,,,,,,,,,,,,,,,,0,9,251
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-09,0,,,,,,0.0,,,,,,0.0,,,,,,156,-0.7668624520301819,0.32243654131889343,-1.9140979051589966,-0.2914848327636719,-0.6662052273750305,0,,,,,,,,,,,,,,,,1,9,252
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-10,0,,,,,,99.0,0.03460027649998665,0.0035982991103082895,0.02909894660115242,0.04259977117180824,0.034115586429834366,64.0,1.3245363334135618e-05,8.6171567090787e-05,-0.00022353346867021173,0.00020597083494067192,2.383904757152777e-05,156,-1.8171895742416382,0.5491989254951477,-2.756134271621704,-0.5092979669570923,-1.7563151121139526,0,,,,,,,,,,,,,,,,2,9,253
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-11,0,,,,,,0.0,,,,,,35.0,-8.803790842648596e-05,0.0002556014806032181,-0.0006036701961420476,0.00037028983933851123,-9.49675013544038e-05,156,0.692597508430481,0.2867518365383148,-0.2592489719390869,1.1796727180480957,0.7373386025428772,0,,,,,,,,,,,,,,,,3,9,254
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-12,4,1.8275026377523318e-05,1.770221501828928e-06,1.656718632148113e-05,2.0641602532123215e-05,1.7945658328244463e-05,2.0,0.026595594361424446,0.0,0.026595594361424446,0.026595594361424446,0.026595594361424446,80.0,-6.219623901415616e-05,0.00010934494639514014,-0.00040570611599832773,0.00012405079905875027,-5.900669566472061e-05,156,0.12256558984518051,0.19978730380535126,-0.5268693566322327,0.6025533676147461,0.1345748007297516,0,,,,,,,,,,,,,,,,4,9,255
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-13,26,7.975204789545387e-05,4.213838110445067e-05,2.249565841339063e-05,0.00016640470130369067,6.639841012656689e-05,45.0,0.0318533293902874,0.0032087345607578754,0.024193082004785538,0.03622446209192276,0.03325846418738365,113.0,-1.5385987353511155e-05,9.325117571279407e-05,-0.00024878259864635766,0.00018029080820269883,-1.591466752870474e-05,156,-0.7794739007949829,0.22126556932926178,-1.2954270839691162,-0.006536819040775299,-0.8043783903121948,0,,,,,,,,,,,,,,,,5,9,256
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-14,33,6.921776366652921e-05,3.0069955755607225e-05,3.2289550290443e-05,0.00013329132343642414,5.80716623517219e-05,56.0,0.0316070131957531,0.004606950096786022,0.02220500446856022,0.04063276946544647,0.031716033816337585,83.0,9.728310033096932e-06,7.820365863153711e-05,-0.00016831004177220166,0.00017722749907989055,-2.0653133105952293e-06,156,-1.864679217338562,0.36761701107025146,-2.5248312950134277,-0.7267683744430542,-1.9169294834136963,45954,-0.04684624820947647,0.059154413640499115,-0.278309166431427,0.3449181318283081,-0.0620913952589035,-0.18668247759342194,0.07501012086868286,-0.4615481495857239,0.20458634197711945,-0.19345790147781372,0.0878579169511795,0.04910079762339592,-0.24955835938453674,0.2103366255760193,0.10297472029924393,6,9,257
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-15,31,6.223340460564941e-05,1.1308007742627524e-05,4.7851845010882244e-05,9.152107668342069e-05,5.7892510085366666e-05,11.0,0.035140421241521835,0.002151662716642022,0.0291365385055542,0.03776798024773598,0.03575986623764038,33.0,2.3337102902587503e-05,7.91160055086948e-05,-0.00011774044833146036,0.0002264543145429343,1.0121354534931015e-05,156,-1.7416757345199585,0.5611066818237305,-2.9966020584106445,-0.8898549675941467,-1.7578184604644775,0,,,,,,,,,,,,,,,,0,9,258
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-16,135,4.36646441812627e-05,1.231884743901901e-05,2.1663190636900254e-05,7.258341065607965e-05,4.0740746044320986e-05,131.0,0.029763121157884598,0.0022240448743104935,0.024695739150047302,0.03364478796720505,0.030097071081399918,143.0,4.7939443902578205e-05,0.00021403483697213233,-0.00047766853822395205,0.0005178176215849817,3.756911974051036e-05,136,-0.45874518156051636,0.5743250846862793,-1.2932771444320679,1.122756838798523,-0.6385254263877869,0,,,,,,,,,,,,,,,,1,9,259
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-17,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.4131639003753662,0.5650033950805664,-0.5072998404502869,2.539885997772217,0.25791847705841064,0,,,,,,,,,,,,,,,,2,9,260
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-18,51,4.207382517051883e-05,1.051814979291521e-05,2.53064699791139e-05,6.854386447230354e-05,4.0328501199837774e-05,111.0,0.027019435539841652,0.0019141387892886996,0.023086251690983772,0.03227474167943001,0.027390528470277786,66.0,1.3850026334694121e-05,0.00010572140308795497,-0.00021004595328122377,0.00020312356355134398,2.5038723833858967e-05,156,-0.6757628321647644,0.8538301587104797,-2.196967363357544,2.1993184089660645,-0.8390703201293945,0,,,,,,,,,,,,,,,,3,9,261
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-19,50,3.890860534738749e-05,1.5170527149166446e-05,3.2875718716240954e-06,8.922703273128718e-05,3.710571036208421e-05,107.0,0.029311271384358406,0.002779753180220723,0.017693566158413887,0.03387749195098877,0.02953379601240158,75.0,2.4190223484765738e-05,9.347358718514442e-05,-0.00024393529747612774,0.0002607616479508579,3.1812378438189626e-05,156,-1.3499860763549805,0.9942012429237366,-3.438260316848755,0.9121715426445007,-1.6235501766204834,45954,0.021523652598261833,0.14934000372886658,-0.5254115462303162,0.7745568156242371,-0.01984020136296749,0.03665252402424812,0.15277494490146637,-0.5265008807182312,0.6591698527336121,0.014794141054153442,-0.006521744187921286,0.13836711645126343,-0.6734243631362915,0.4806860387325287,0.045082442462444305,4,9,262
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2025-09-20,104,3.856979310512543e-05,8.691648872627411e-06,2.1866017050342634e-05,6.507485522888601e-05,3.7333578802645206e-05,153.0,0.03327132388949394,0.003347979160025716,0.02728862687945366,0.03991113230586052,0.03339805454015732,0.0,,,,,,156,-1.5836634635925293,0.34011390805244446,-2.1671738624572754,-0.4446563422679901,-1.6453609466552734,0,,,,,,,,,,,,,,,,5,9,263
