date,station,lat,lon,granule_count,mcd19a2_aod_047,mcd19a2_aod_055,mcd19a2_aod_uncertainty,mcd19a2_aod_qa,mcd19a2_column_wv
2023-01-31,HCM_3,10.7626,106.6602,1406,0.2319486994219653,0.16730780346820806,0.4837944099378882,1175.4776397515525,3589.325465838509
2023-01-01,HCM_4,10.88,106.8,1307,,,0.29171499380421323,1281.5,2572.7125154894675
2023-01-02,HCM_4,10.88,106.8,1283,,,0.19872180916976462,1283.0,1235.3723667905826
2023-01-03,HCM_4,10.88,106.8,1301,,,0.26921933085501865,1282.0,1767.224287484511
2023-01-04,HCM_4,10.88,106.8,1265,,,0.13030607187112767,1283.0,368.63444857496904
2023-01-05,HCM_4,10.88,106.8,1278,,,0.23772800495662952,1283.0,574.6902106567535
2023-01-06,HCM_4,10.88,106.8,1306,,,0.12430731102850064,1283.0,267.8599752168526
2023-01-07,HCM_4,10.88,106.8,1278,,,0.2767149938042132,1283.0,374.19454770755885
2023-01-08,HCM_4,10.88,106.8,1326,,,0.16753531598513013,1283.0,1066.5935563816606
2023-01-09,HCM_4,10.88,106.8,1277,,,0.1623853779429988,1283.0,839.0006195786867
2023-01-10,HCM_4,10.88,106.8,1288,,,0.289459727385378,1283.0,1479.1022304832716
2023-01-11,HCM_4,10.88,106.8,1287,,,0.1281474597273854,1281.5,2008.7781908302356
2023-01-12,HCM_4,10.88,106.8,1279,,,0.29365117719950434,1282.0,2699.7825278810415
2023-01-13,HCM_4,10.88,106.8,1327,,,0.1444275092936803,1281.5,1726.8847583643126
2023-01-14,HCM_4,10.88,106.8,1271,,,0.2688531598513012,1283.0,1749.9169764560102
2023-01-15,HCM_4,10.88,106.8,1317,0.4888822800495664,0.35478066914498146,0.16754399008674103,4693.786864931846,2080.963444857497
2023-01-16,HCM_4,10.88,106.8,1269,,,0.14176270136307315,1282.8649318463447,1735.044609665428
2023-01-17,HCM_4,10.88,106.8,1297,0.5383135068153657,0.39152044609665426,0.3142633209417597,4738.0,2939.946716232961
2023-01-18,HCM_4,10.88,106.8,1311,,,0.10485130111524163,1281.5,2926.1511771995047
2023-01-19,HCM_4,10.88,106.8,1283,0.20195415117719956,0.14494733581164812,0.34946902106567546,649.7881040892195,3959.8692688971505
2023-01-20,HCM_4,10.88,106.8,1334,,,0.13852540272614627,1281.0,506.7645600991328
2023-01-21,HCM_4,10.88,106.8,1303,0.057760842627013635,0.04138289962825279,0.23976456009913263,952.0941759603471,2527.742874845106
2023-01-22,HCM_4,10.88,106.8,1378,,,0.17616109045848824,1283.0,588.4907063197027
2023-01-23,HCM_4,10.88,106.8,1342,,,0.13070012391573732,1283.0,1422.0935563816604
2023-01-24,HCM_4,10.88,106.8,1378,0.21396012759170657,0.15436842105263163,0.33688166047087986,1152.1016109045852,2972.248451053284
2023-01-25,HCM_4,10.88,106.8,1390,,,,1280.0,
2023-01-26,HCM_4,10.88,106.8,1359,0.055100775193798454,0.03924806201550387,0.4014547707558861,1239.563816604709,2500.3475836431235
2023-01-27,HCM_4,10.88,106.8,1421,,,0.10989776951672865,1283.0,2401.9671623296163
2023-01-28,HCM_4,10.88,106.8,1346,,,0.22218463444857506,1283.0,1928.687732342008
2023-01-29,HCM_4,10.88,106.8,1414,,,0.19306567534076832,1281.9396943411816,1632.6852540272619
2023-01-30,HCM_4,10.88,106.8,1368,0.3248190476190478,0.23477936507936517,0.12504832713754646,1123.7156133828998,2288.494423791822
2023-01-31,HCM_4,10.88,106.8,1406,0.17343742255266426,0.12434324659231721,0.3607695167286247,794.3073110285007,3679.786864931847
2023-01-01,HCM_5,10.732,106.72,1307,,,0.33011417816813043,1281.5,2637.5106649937256
2023-01-02,HCM_5,10.732,106.72,1283,,,0.20718318695106647,1283.0,1193.8444165621079
2023-01-03,HCM_5,10.732,106.72,1301,,,0.2560426599749059,1282.0,1605.7145545796734
2023-01-04,HCM_5,10.732,106.72,1265,,,0.14843161856963613,1283.0,300.7829360100376
2023-01-05,HCM_5,10.732,106.72,1278,,,0.262457340025094,1283.0,677.5897114178166
2023-01-06,HCM_5,10.732,106.72,1306,,,0.1418557089084065,1283.0,360.99623588456706
2023-01-07,HCM_5,10.732,106.72,1278,,,0.2729422835633626,1283.0,461.280426599749
2023-01-08,HCM_5,10.732,106.72,1326,,,0.19577666248431616,1283.0,1016.6160602258469
2023-01-09,HCM_5,10.732,106.72,1277,,,0.18429422835633624,1283.0,2440.4335006273523
2023-01-10,HCM_5,10.732,106.72,1288,,,0.2898670012547051,1283.0,816.2973651191968
2023-01-11,HCM_5,10.732,106.72,1287,,,0.14462860727728982,1281.5,2381.677540777917
2023-01-12,HCM_5,10.732,106.72,1279,,,0.3281141781681305,1282.0,3290.1286072772896
2023-01-13,HCM_5,10.732,106.72,1327,,,0.16682936010037636,1281.5,1764.8883312421576
2023-01-14,HCM_5,10.732,106.72,1271,,,0.27215934755332494,1283.0,1310.06148055207
2023-01-15,HCM_5,10.732,106.72,1317,0.425,0.309,0.19601442910915928,1277.7352572145542,1503.3080301129232
2023-01-16,HCM_5,10.732,106.72,1269,0.45373619631901846,0.32931288343558285,0.15911355081555834,1263.0715181932242,2730.651191969887
2023-01-17,HCM_5,10.732,106.72,1297,0.798891304347826,0.5873659420289854,0.3184341279799247,1449.1894604767876,3173.895859473024
2023-01-18,HCM_5,10.732,106.72,1311,,,0.11578042659974903,1281.5,850.5043914680049
2023-01-19,HCM_5,10.732,106.72,1283,0.3833437892095357,0.27766373902132996,0.3548726474278544,704.3337515683813,3906.48243412798
2023-01-20,HCM_5,10.732,106.72,1334,,,0.14027478042659972,1281.0,691.854454203262
2023-01-21,HCM_5,10.732,106.72,1303,0.25252321204516937,0.18197365119196987,0.2350671267252196,854.6666666666666,2762.6524466750307
2023-01-22,HCM_5,10.732,106.72,1378,,,0.1825169385194479,1283.0,725.5526976160601
2023-01-23,HCM_5,10.732,106.72,1342,,,0.13084127979924715,1283.0,1876.1524466750313
2023-01-24,HCM_5,10.732,106.72,1378,0.2445897114178168,0.17648745294855703,0.3225062735257214,1109.7001254705142,3495.7490589711415
2023-01-25,HCM_5,10.732,106.72,1390,,,,1280.0,
2023-01-26,HCM_5,10.732,106.72,1359,,,0.37513425345043905,1283.0,1142.5470514429107
2023-01-27,HCM_5,10.732,106.72,1421,0.4421538461538461,0.3206153846153846,0.11231555834378917,1271.7904642409032,2537.5777917189457
2023-01-28,HCM_5,10.732,106.72,1346,,,0.22733563362609788,1283.0,2037.4222082810536
2023-01-29,HCM_5,10.732,106.72,1414,,,0.20152195734002507,1282.0,1075.280426599749
2023-01-30,HCM_5,10.732,106.72,1368,,,0.12585759096612292,1283.0,1485.3393977415305
2023-01-31,HCM_5,10.732,106.72,1406,0.2677616060225847,0.19305144291091592,0.3525652446675031,902.7176913425344,3852.835006273525
